,school,sex,dob,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,nurse_visit,absences,Grades
293,GP,F,6/6/1998,U,LE3,T,2,1,services,at_home,reputation,mother,1,2,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,5,9/15/2014 14:59,12,12/12/2013
294,GP,F,9/22/1997,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,no,yes,yes,no,yes,yes,no,no,3,1,2,1,1,3,11/19/2013 14:59,6,18/18/18
295,GP,M,7/7/1998,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,4/27/2014 14:59,8,14/13/14
296,GP,M,1/28/1999,U,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,8/12/2015 14:59,4,14/12/11
297,GP,F,4/19/1998,U,GT3,T,4,4,health,other,reputation,other,2,2,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,11/23/2014 14:59,0,10/9/2000
298,GP,F,6/1/1997,U,LE3,T,4,3,other,other,home,other,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,3/14/2014 14:59,10,10/8/2008
299,GP,F,10/7/1999,U,GT3,T,4,3,other,other,reputation,father,1,4,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,3/24/2015 14:59,0,14/13/14
300,GP,M,12/21/1998,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,9/2/2014 14:59,5,16/15/16
301,GP,F,1/2/1999,U,LE3,A,4,4,health,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,4,1/30/2015 14:59,14,12/10/2011
302,GP,M,3/31/2000,U,LE3,T,4,4,other,teacher,home,father,2,1,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,11/18/2014 14:59,0,11/11/2010
303,GP,F,4/11/2000,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,4/26/2014 14:59,0,15/12/14
304,GP,F,3/18/1998,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,5,8/3/2015 14:59,0,17/17/18
305,GP,M,6/11/2000,U,GT3,T,3,3,other,other,home,other,1,2,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,3,5/15/2014 14:59,20,15/14/13
306,GP,F,6/18/2000,U,GT3,T,2,4,services,at_home,reputation,other,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,12/22/2013 14:59,8,14/12/12
307,GP,M,7/28/1999,U,GT3,A,3,2,services,other,course,other,1,1,0,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,4/9/2015 14:59,0,17/18/18
308,GP,M,2/21/2000,U,GT3,T,4,4,teacher,services,reputation,other,2,1,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,1,4,12/7/2014 14:59,38,8/9/2008
309,GP,M,5/11/1998,R,GT3,T,3,3,other,services,reputation,father,1,2,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,4/18/2014 14:59,0,15/12/12
310,GP,F,3/14/1998,U,LE3,T,1,1,at_home,other,reputation,other,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,2/9/2015 14:59,18,12/10/2010
311,GP,F,11/22/1996,U,LE3,T,1,2,services,services,home,other,1,2,1,no,no,no,yes,no,yes,no,yes,4,2,4,2,2,3,12/10/2014 14:59,0,9/9/2000
312,GP,F,5/31/1998,U,GT3,T,2,1,at_home,other,other,other,3,2,0,no,yes,no,no,yes,no,yes,yes,3,4,1,1,1,2,4/14/2014 14:59,20,14/12/13
313,GP,M,11/18/1999,U,GT3,T,1,2,other,services,course,other,1,2,1,no,no,no,no,no,yes,yes,no,4,5,2,2,2,4,7/21/2014 14:59,3,13/11/11
314,GP,F,4/19/2000,U,LE3,T,3,2,services,other,reputation,other,2,2,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,1,3/25/2014 14:59,22,13/10/11
315,GP,F,10/23/2000,U,GT3,T,1,1,at_home,health,home,other,1,3,2,no,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,8/1/2015 14:59,14,15/13/13
316,GP,F,6/16/1999,R,GT3,T,2,3,other,other,reputation,other,1,3,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,2/21/2014 14:59,40,13/11/11
317,GP,F,11/30/1996,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,10/10/2015 14:59,0,8/8/2000
318,GP,F,3/2/2000,U,GT3,T,4,3,other,other,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,2/27/2015 14:59,9,9/10/2009
319,GP,F,4/30/2000,R,GT3,T,3,4,at_home,services,course,father,1,3,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,5,7/15/2014 14:59,0,11/11/2010
320,GP,F,8/26/1998,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,5,12/24/2013 14:59,2,11/11/2011
321,GP,F,2/27/1999,U,GT3,A,4,3,services,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,10/28/2013 14:59,23,13/13/13
322,GP,F,2/26/1998,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,2/9/2015 14:59,12,11/9/2009
323,GP,F,9/14/2000,R,LE3,T,2,2,services,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,6/29/2014 14:59,3,11/11/2011
324,GP,F,1/19/2000,U,GT3,T,3,1,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,6/18/2014 14:59,1,12/14/2015
325,GP,F,5/6/2000,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,12/19/2014 14:59,0,16/15/15
326,GP,M,9/26/1999,U,GT3,T,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,12/26/2013 14:59,3,9/12/2011
327,GP,M,6/4/1999,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,9/28/2014 14:59,3,14/15/16
328,GP,M,10/5/1997,R,GT3,T,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,10/15/2014 14:59,8,11/10/2010
329,GP,F,5/13/2000,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,10/26/2014 14:59,7,10/9/2009
330,GP,F,1/12/1997,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,4,5/28/2015 14:59,4,14/14/14
331,GP,M,11/17/1996,U,LE3,T,2,2,other,other,course,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,2,4,5,11/26/2014 14:59,2,9/8/2008
332,GP,F,6/7/1999,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,8/17/2015 14:59,7,12/14/2014
333,GP,F,7/24/1997,U,GT3,T,3,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,2/4/2014 14:59,0,7/0/0
334,GP,F,7/1/2000,U,LE3,T,2,2,other,other,home,other,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,8/15/2014 14:59,0,8/8/2000
335,GP,F,12/3/1998,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,12/2/2014 14:59,0,10/9/2000
336,GP,F,1/30/2000,U,GT3,T,3,4,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,12/4/2013 14:59,16,16/15/15
337,GP,F,3/15/1999,R,GT3,A,3,1,services,at_home,home,other,1,3,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,5,2/10/2014 14:59,12,14/13/13
338,GP,F,3/12/1999,U,GT3,T,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,2/6/2014 14:59,0,7/8/2000
339,GP,F,4/25/1999,U,LE3,T,3,3,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,8/16/2014 14:59,7,16/15/17
340,GP,F,12/16/1997,R,GT3,A,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,12/2/2013 14:59,4,9/10/2010
341,GP,F,11/4/1996,U,GT3,T,2,1,services,services,home,other,1,3,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,12/4/2013 14:59,4,11/12/2011
342,GP,M,8/28/1999,U,GT3,T,4,4,teacher,services,home,father,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,9/20/2015 14:59,0,10/10/2000
343,GP,M,12/8/1997,U,LE3,T,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,12/20/2013 14:59,11,16/15/15
344,GP,F,10/1/1999,U,GT3,A,2,2,at_home,at_home,home,father,1,2,1,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,2/13/2014 14:59,0,9/8/2000
345,GP,F,7/11/1998,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,5/22/2014 14:59,4,11/10/2010
346,GP,F,2/2/1997,U,GT3,T,3,2,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,8/6/2014 14:59,7,13/13/14
347,GP,M,4/26/1998,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,12/17/2014 14:59,9,16/15/16
348,GP,M,2/22/1997,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,12/12/2014 14:59,0,10/10/2009
349,GP,F,12/7/1997,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,6/25/2014 14:59,0,13/15/15
350,MS,M,8/11/1999,R,GT3,T,3,2,other,other,course,mother,2,1,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,6/1/2015 14:59,10,11/13/2013
351,MS,M,10/6/2000,R,GT3,T,1,1,other,services,home,other,3,2,3,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,9/14/2015 14:59,8,8/7/2008
352,MS,M,8/21/2000,U,GT3,T,3,3,health,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,2,3,3,2/19/2014 14:59,2,13/13/13
353,MS,M,9/30/1999,U,LE3,T,1,3,at_home,services,course,mother,1,1,1,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,11/22/2014 14:59,7,8/7/2008
354,MS,M,11/27/1999,R,GT3,T,1,1,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4/10/2014 14:59,4,8/8/2008
355,MS,M,5/24/2000,R,GT3,T,4,3,services,other,home,mother,2,2,0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,12/6/2014 14:59,4,13/11/11
356,MS,F,12/12/1999,U,GT3,T,3,3,services,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,2/24/2015 14:59,0,10/9/2009
357,MS,F,8/11/1997,R,GT3,T,4,4,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4/16/2014 14:59,4,12/13/2013
358,MS,F,12/30/1998,U,LE3,A,3,2,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,9/7/2015 14:59,2,12/12/2011
359,MS,M,5/2/2000,U,LE3,T,1,1,other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,3/3/2015 14:59,4,10/10/2010
360,MS,F,2/25/1997,U,LE3,T,1,1,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,5/23/2014 14:59,0,18/16/16
361,MS,F,10/25/2000,R,LE3,A,1,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,2/3/2014 14:59,0,13/13/13
362,MS,M,5/23/1997,R,LE3,T,1,1,at_home,other,other,mother,2,2,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,5,9/11/2014 14:59,2,13/12/12
363,MS,F,3/27/1997,U,GT3,T,3,3,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,2/9/2014 14:59,0,11/11/2010
364,MS,F,8/23/2000,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,1/11/2014 14:59,0,16/15/15
365,MS,F,10/26/1998,R,GT3,T,1,2,other,services,course,father,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,8/4/2014 14:59,0,12/11/2012
366,MS,M,12/15/1998,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,12/11/2013 14:59,4,10/10/2010
367,MS,M,11/18/1996,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,11/10/2013 14:59,0,13/13/13
368,MS,F,11/30/1998,R,GT3,T,1,1,other,services,reputation,mother,3,1,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,12/12/2014 14:59,0,7/6/2000
369,MS,F,11/10/1996,U,GT3,T,2,3,at_home,services,course,father,2,1,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,12/20/2014 14:59,0,11/10/2010
370,MS,F,1/19/1999,R,GT3,T,4,4,other,teacher,other,father,3,2,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,5,4/8/2015 14:59,10,14/12/11
371,MS,F,1/26/1998,U,LE3,T,3,2,services,services,home,other,2,2,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,3,3/13/2014 14:59,4,7/7/2009
372,MS,M,10/28/1998,R,LE3,T,1,2,at_home,services,other,father,3,1,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,12/24/2014 14:59,3,14/12/12
373,MS,F,4/16/1998,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,5/12/2014 14:59,8,13/11/11
374,MS,F,2/14/1997,R,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,11/2/2013 14:59,14,6/5/2005
375,MS,F,8/22/1997,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,11/8/2013 14:59,0,19/18/19
376,MS,F,9/27/1997,R,GT3,T,1,1,other,other,home,mother,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,5/9/2015 14:59,2,8/8/2010
377,MS,F,4/11/1998,U,GT3,T,4,2,health,other,course,other,2,3,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,1,1,3,5/16/2014 14:59,4,15/14/15
378,MS,F,3/21/1999,R,LE3,T,4,4,teacher,services,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,5,4,3,3,4,2,1/12/2014 14:59,4,8/9/2010
379,MS,F,12/21/1998,U,GT3,T,3,3,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,8/8/2015 14:59,0,15/15/15
380,MS,F,7/26/2000,R,GT3,T,3,1,at_home,other,reputation,mother,1,2,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,1,3/27/2015 14:59,17,10/10/2010
381,MS,M,7/11/1997,U,GT3,T,4,4,teacher,teacher,home,father,1,2,0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,2,12/27/2013 14:59,4,15/14/14
382,MS,M,1/27/1997,R,GT3,T,2,1,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,10/1/2015 14:59,5,7/6/2007
383,MS,M,2/16/1997,U,GT3,T,2,3,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,6/6/2014 14:59,2,11/11/2010
384,MS,M,2/17/1997,R,GT3,T,1,1,other,services,other,mother,2,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,9/23/2014 14:59,0,6/5/2000
385,MS,M,4/13/2000,R,GT3,T,4,2,other,other,home,father,2,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,10/28/2014 14:59,14,6/5/2005
386,MS,F,9/9/1998,R,GT3,T,2,2,at_home,other,other,mother,2,3,0,no,no,yes,no,yes,yes,no,no,5,3,3,1,3,4,5/5/2014 14:59,2,10/9/2010
387,MS,F,5/23/1999,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,11/2/2014 14:59,7,6/5/2006
388,MS,F,5/10/1999,R,GT3,T,2,3,services,other,course,mother,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,12/30/2014 14:59,0,7/5/2000
389,MS,F,11/19/1999,U,LE3,T,3,1,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,1,8/11/2014 14:59,0,7/9/2008
390,MS,F,7/4/1999,U,GT3,T,1,1,other,other,course,mother,2,2,1,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,12/9/2013 14:59,0,6/5/2000
391,MS,M,6/6/1998,U,LE3,A,2,2,services,services,course,other,1,2,2,no,yes,yes,no,yes,yes,no,no,5,5,4,4,5,4,8/6/2015 14:59,11,9/9/2009
392,MS,M,4/4/2000,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,9/1/2014 14:59,3,14/16/16
393,MS,M,2/7/2000,R,GT3,T,1,1,other,other,course,other,1,1,3,no,no,no,no,no,yes,no,no,5,5,3,3,3,3,3/15/2015 14:59,3,10/8/2007
394,MS,M,9/5/1999,R,LE3,T,3,2,services,other,course,mother,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,6/12/2015 14:59,0,11/12/2010
395,MS,M,1/27/1999,U,LE3,T,1,1,other,at_home,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,3,3,3,5,5/31/2015 14:59,5,8/9/2009
